id,url,longitude,latitude,found,revised,host-id,room_type,bedrooms,capacity,reviews,min_nights,price,name,img
homeawp1780016,https://www.homeaway.es/p1780016,-1.9798889,43.3082799,2017-10-14 13:20:00.527000,2018-01-08 14:02:54.157000,homeaw1780016,Apartamento,2,4,9,3,0,Apartamento Alday by FeelFree Rentals   ,https://imagesus-ssl.homeaway.com/mda01/06d8af85-c3f0-4552-acb6-02fdda6b8dfd.1.3
homeawp1322129,https://www.homeaway.es/p1322129,-1.9800588,43.3085144,2017-10-14 13:19:12.723000,2017-12-09 10:24:32.629000,homeaw1322129,Apartamento,2,4,1,2,95,"Renovado, a 10 mins caminando del centro y a 15 de la playa de la Concha   ",https://imagesus-ssl.homeaway.com/mda01/08292e5b-e30f-4cae-b633-3bc44c0441a1.1.3
homeawp1900231,https://www.homeaway.es/p1900231,-1.9800588,43.3085144,2017-10-14 13:20:30.383000,2017-12-27 18:47:22.207000,homeaw1900231,Apartamento,2,4,0,2,135,"Renovado, a 10 mins del centro y 15 de la playa, WIFI   ",https://imagesus-ssl.homeaway.com/mda01/baf36d74-792a-41ca-bbe6-0ce8bc1edbb6.1.3
homeawp8286774,https://www.homeaway.es/p8286774,-1.980647,43.309929,2017-10-14 13:21:13.360000,2017-11-05 10:18:01.587000,homeaw8286774,Apartamento,2,4,0,1,186,"Apartamento en el centro de San Sebastian con Internet, Ascensor, Lavadora (678099)   ",https://imagesus-ssl.homeaway.com/mda01/3581a39a-270e-42c0-a07f-58044e2ecb4e.1.3
homeawp8270761,https://www.homeaway.es/p8270761,-1.9806471,43.3099291,2017-10-14 13:21:13.360000,2017-12-04 12:41:01.985000,homeaw8270761,Casa,2,4,0,1,0,DIZDIRA - Basque Stay   ,https://imagesus-ssl.homeaway.com/mda01/54097e15-f45c-45ce-99c1-c8ca74f22476.1.3
homeawp6785023,https://www.homeaway.es/p6785023,-1.97977318,43.30742079,2017-10-14 13:19:01.226000,2018-01-04 04:15:10.227000,homeaw6785023,Apartamento,2,4,10,2,162,2 hab dobles con Parking incluido para 4 personas   ,https://imagesus-ssl.homeaway.com/mda01/cf2e5977-636f-4e42-8e41-001aa267db5c.1.3
homeawp6998817,https://www.homeaway.es/p6998817,-1.98010551,43.30284481,2017-10-14 13:19:57.607000,2018-01-08 14:02:53.579000,homeaw6998817,Apartamento,2,4,1,3,114,Apartment near the center (ESS-00648)   ,https://imagesus-ssl.homeaway.com/mda01/592b5257-31c4-490e-bd48-f63d54123d1c.1.3
homeawp8351382,https://www.homeaway.es/p8351382,-1.98075825,43.30439031,2017-10-14 13:21:19.051000,2018-01-08 14:03:00.331000,homeaw8351382,Apartamento,2,4,0,3,162,BELLA apartment - PEOPLE RENTALS   ,https://imagesus-ssl.homeaway.com/mda01/4bbbdeb8-c441-4b15-b711-70ef08e88de1.1.3
homeawp8097262,https://www.homeaway.es/p8097262,-1.98137853,43.30500718,2017-10-14 13:21:03.614000,2018-01-08 14:02:58.357000,homeaw8097262,Piso,2,4,0,4,259,The Puio Hill - Lujo y tranquilidad   ,https://imagesus-ssl.homeaway.com/mda01/62c0bf04-fc80-4b77-86b1-8a03baaab10d.1.3
homeawp1923013,https://www.homeaway.es/p1923013,-1.9809289,43.3034922,2017-10-14 13:20:30.383000,2018-01-08 14:02:55.146000,homeaw1923013,Apartamento,3,5,0,3,210,BASQUE apartment - PEOPLE RENTALS   ,https://imagesus-ssl.homeaway.com/mda01/297523a6-a401-4001-9d42-7dde130dcb3e.1.3
